Samplenum	Food	Type	Country	Year	Hazard	Concentration	LOQ	LOD	Unit	LOQtrue	LODtrue	DummyC	DummyCobs	DummyLOQobs	DummyLODobs	trueprev
204	eggproducts	egg	EU	2020	campylobacter	0.077	0.010	0.010	cfu.p.gram	0.01	0.01	0.077	0.077	0.010	0.010	1
205	eggproducts	egg	EU	2020	campylobacter	1.231	0.010	0.010	cfu.p.gram	0.01	0.01	1.231	1.231	0.010	0.010	1
206	eggproducts	egg	EU	2020	campylobacter	0.024	0.010	0.010	cfu.p.gram	0.01	0.01	0.024	0.024	0.010	0.010	1
207	eggproducts	egg	EU	2020	campylobacter	0.410	0.010	0.010	cfu.p.gram	0.01	0.01	0.410	0.410	0.010	0.010	1
208	eggproducts	egg	EU	2020	campylobacter	NA	NA	0.010	cfu.p.gram	0.01	0.01	0.005	NA	NA	0.010	1
209	eggproducts	egg	EU	2020	campylobacter	0.104	0.010	0.010	cfu.p.gram	0.01	0.01	0.104	0.104	0.010	0.010	1
210	eggproducts	egg	EU	2020	campylobacter	NA	NA	0.010	cfu.p.gram	0.01	0.01	0.009	NA	NA	0.010	1
211	eggproducts	egg	EU	2020	campylobacter	0.024	0.010	0.010	cfu.p.gram	0.01	0.01	0.024	0.024	0.010	0.010	1
212	eggproducts	egg	EU	2020	campylobacter	0.045	0.010	0.010	cfu.p.gram	0.01	0.01	0.045	0.045	0.010	0.010	1
213	eggproducts	egg	EU	2020	campylobacter	0.848	0.010	0.010	cfu.p.gram	0.01	0.01	0.848	0.848	0.010	0.010	1
214	eggproducts	egg	EU	2020	campylobacter	0.017	0.010	0.010	cfu.p.gram	0.01	0.01	0.017	0.017	0.010	0.010	1
215	eggproducts	egg	EU	2020	campylobacter	0.011	0.010	0.010	cfu.p.gram	0.01	0.01	0.011	0.011	0.010	0.010	1
216	eggproducts	egg	EU	2020	campylobacter	0.035	0.010	0.010	cfu.p.gram	0.01	0.01	0.035	0.035	0.010	0.010	1
217	eggproducts	egg	EU	2020	campylobacter	0.025	0.010	0.010	cfu.p.gram	0.01	0.01	0.025	0.025	0.010	0.010	1
218	eggproducts	egg	EU	2020	campylobacter	0.172	0.010	0.010	cfu.p.gram	0.01	0.01	0.172	0.172	0.010	0.010	1
219	eggproducts	egg	EU	2020	campylobacter	0.045	0.010	0.010	cfu.p.gram	0.01	0.01	0.045	0.045	0.010	0.010	1
220	eggproducts	egg	EU	2020	campylobacter	0.025	0.010	0.010	cfu.p.gram	0.01	0.01	0.025	0.025	0.010	0.010	1
221	eggproducts	egg	EU	2020	campylobacter	0.406	0.010	0.010	cfu.p.gram	0.01	0.01	0.406	0.406	0.010	0.010	1
222	eggproducts	egg	EU	2020	campylobacter	0.161	0.010	0.010	cfu.p.gram	0.01	0.01	0.161	0.161	0.010	0.010	1
223	eggproducts	egg	EU	2020	campylobacter	0.288	0.010	0.010	cfu.p.gram	0.01	0.01	0.288	0.288	0.010	0.010	1
224	eggproducts	egg	EU	2020	campylobacter	0.082	0.010	0.010	cfu.p.gram	0.01	0.01	0.082	0.082	0.010	0.010	1
225	eggproducts	egg	EU	2020	campylobacter	NA	NA	0.010	cfu.p.gram	0.01	0.01	0.005	NA	NA	0.010	1
226	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
227	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
228	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
229	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
230	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
231	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.001	NA	NA	0.055	0.45
232	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
233	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
234	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
235	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
236	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
237	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
238	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
239	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
240	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
241	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
242	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
243	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
244	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
245	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
246	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
247	poultry	broiler	EU	2020	salmonella	0.169	0.055	0.055	cfu.p.gram	0.054945055	0.054945055	0.169	0.169	0.055	0.055	0.45
248	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
249	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
250	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
251	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.050	NA	NA	0.055	0.45
252	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.015	NA	NA	0.055	0.45
253	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
254	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
255	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
256	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
257	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.001	NA	NA	0.055	0.45
258	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
259	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
260	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
261	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
262	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
263	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.001	NA	NA	0.055	0.45
264	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.002	NA	NA	0.055	0.45
265	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.044	NA	NA	0.055	0.45
266	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.026	NA	NA	0.055	0.45
267	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
268	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
269	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
270	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.021	NA	NA	0.055	0.45
271	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
272	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
273	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
274	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
275	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
276	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
277	poultry	broiler	EU	2020	salmonella	12.342	0.055	0.055	cfu.p.gram	0.054945055	0.054945055	12.342	12.342	0.055	0.055	0.45
278	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
279	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.005	NA	NA	0.055	0.45
280	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
281	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
282	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.004	NA	NA	0.055	0.45
283	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
284	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
285	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.007	NA	NA	0.055	0.45
286	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
287	poultry	broiler	EU	2020	salmonella	3.785	0.055	0.055	cfu.p.gram	0.054945055	0.054945055	3.785	3.785	0.055	0.055	0.45
288	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.001	NA	NA	0.055	0.45
289	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
290	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.001	NA	NA	0.055	0.45
291	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
292	poultry	broiler	EU	2020	salmonella	26.379	0.055	0.055	cfu.p.gram	0.054945055	0.054945055	26.379	26.379	0.055	0.055	0.45
293	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
294	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
295	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
296	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
297	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
298	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
299	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
300	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
301	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
302	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
303	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
304	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
305	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
306	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
307	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
308	poultry	broiler	EU	2020	salmonella	0.436	0.055	0.055	cfu.p.gram	0.054945055	0.054945055	0.436	0.436	0.055	0.055	0.45
309	poultry	broiler	EU	2020	salmonella	2098.329	0.055	0.055	cfu.p.gram	0.054945055	0.054945055	2098.329	2098.329	0.055	0.055	0.45
310	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.000	NA	NA	0.055	0.45
311	poultry	broiler	EU	2020	salmonella	0.076	0.055	0.055	cfu.p.gram	0.054945055	0.054945055	0.076	0.076	0.055	0.055	0.45
312	poultry	broiler	EU	2020	salmonella	NA	NA	0.055	cfu.p.gram	0.054945055	0.054945055	0.007	NA	NA	0.055	0.45
313	fruitvege	vege	EU	2020	salmonella	0.036	0.020	0.020	cfu.p.gram	0.02	0.02	0.036	0.036	0.020	0.020	1
314	fruitvege	vege	EU	2020	salmonella	0.191	0.020	0.020	cfu.p.gram	0.02	0.02	0.191	0.191	0.020	0.020	1
315	fruitvege	vege	EU	2020	salmonella	NA	NA	0.020	cfu.p.gram	0.02	0.02	0.007	NA	NA	0.020	1
316	fruitvege	vege	EU	2020	salmonella	0.046	0.020	0.020	cfu.p.gram	0.02	0.02	0.046	0.046	0.020	0.020	1
317	fruitvege	vege	EU	2020	salmonella	0.519	0.020	0.020	cfu.p.gram	0.02	0.02	0.519	0.519	0.020	0.020	1
318	fruitvege	vege	EU	2020	salmonella	8.014	0.020	0.020	cfu.p.gram	0.02	0.02	8.014	8.014	0.020	0.020	1
319	fruitvege	vege	EU	2020	salmonella	NA	NA	0.020	cfu.p.gram	0.02	0.02	0.008	NA	NA	0.020	1
320	fruitvege	vege	EU	2020	salmonella	0.024	0.020	0.020	cfu.p.gram	0.02	0.02	0.024	0.024	0.020	0.020	1
321	fruitvege	vege	EU	2020	salmonella	NA	NA	0.020	cfu.p.gram	0.02	0.02	0.014	NA	NA	0.020	1
322	fruitvege	vege	EU	2020	salmonella	0.047	0.020	0.020	cfu.p.gram	0.02	0.02	0.047	0.047	0.020	0.020	1
323	fruitvege	vege	EU	2020	salmonella	0.023	0.020	0.020	cfu.p.gram	0.02	0.02	0.023	0.023	0.020	0.020	1
324	fruitvege	vege	EU	2020	salmonella	NA	NA	0.020	cfu.p.gram	0.02	0.02	0.008	NA	NA	0.020	1
325	fruitvege	vege	EU	2020	salmonella	0.096	0.020	0.020	cfu.p.gram	0.02	0.02	0.096	0.096	0.020	0.020	1
326	fruitvege	vege	EU	2020	salmonella	7.511	0.020	0.020	cfu.p.gram	0.02	0.02	7.511	7.511	0.020	0.020	1
327	fruitvege	vege	EU	2020	salmonella	NA	NA	0.020	cfu.p.gram	0.02	0.02	0.011	NA	NA	0.020	1
328	fruitvege	vege	EU	2020	salmonella	NA	NA	0.020	cfu.p.gram	0.02	0.02	0.001	NA	NA	0.020	1
329	fruitvege	vege	EU	2020	salmonella	0.599	0.020	0.020	cfu.p.gram	0.02	0.02	0.599	0.599	0.020	0.020	1
330	fruitvege	vege	EU	2020	salmonella	NA	NA	0.020	cfu.p.gram	0.02	0.02	0.007	NA	NA	0.020	1
331	fruitvege	vege	EU	2020	salmonella	NA	NA	0.020	cfu.p.gram	0.02	0.02	0.013	NA	NA	0.020	1
332	fruitvege	vege	EU	2020	salmonella	0.604	0.020	0.020	cfu.p.gram	0.02	0.02	0.604	0.604	0.020	0.020	1
333	fruitvege	vege	EU	2020	salmonella	0.052	0.020	0.020	cfu.p.gram	0.02	0.02	0.052	0.052	0.020	0.020	1
334	seafood	fish	EU	2020	salmonella	NA	NA	0.040	cfu.p.gram	0.04	0.04	0.013	NA	NA	0.040	1
335	seafood	fish	EU	2020	salmonella	0.730	0.040	0.040	cfu.p.gram	0.04	0.04	0.730	0.730	0.040	0.040	1
336	seafood	fish	EU	2020	salmonella	30.134	0.040	0.040	cfu.p.gram	0.04	0.04	30.134	30.134	0.040	0.040	1
337	seafood	fish	EU	2020	salmonella	NA	NA	0.040	cfu.p.gram	0.04	0.04	0.000	NA	NA	0.040	1
338	seafood	fish	EU	2020	salmonella	0.053	0.040	0.040	cfu.p.gram	0.04	0.04	0.053	0.053	0.040	0.040	1
339	seafood	fish	EU	2020	salmonella	0.057	0.040	0.040	cfu.p.gram	0.04	0.04	0.057	0.057	0.040	0.040	1
340	seafood	fish	EU	2020	salmonella	NA	NA	0.040	cfu.p.gram	0.04	0.04	0.005	NA	NA	0.040	1
341	seafood	fish	EU	2020	salmonella	0.733	0.040	0.040	cfu.p.gram	0.04	0.04	0.733	0.733	0.040	0.040	1
342	seafood	fish	EU	2020	salmonella	0.090	0.040	0.040	cfu.p.gram	0.04	0.04	0.090	0.090	0.040	0.040	1
343	seafood	fish	EU	2020	salmonella	NA	NA	0.040	cfu.p.gram	0.04	0.04	0.005	NA	NA	0.040	1
344	seafood	fish	EU	2020	salmonella	0.142	0.040	0.040	cfu.p.gram	0.04	0.04	0.142	0.142	0.040	0.040	1
345	seafood	fish	EU	2020	salmonella	1.632	0.040	0.040	cfu.p.gram	0.04	0.04	1.632	1.632	0.040	0.040	1
346	seafood	fish	EU	2020	salmonella	4.519	0.040	0.040	cfu.p.gram	0.04	0.04	4.519	4.519	0.040	0.040	1
347	seafood	fish	EU	2020	salmonella	0.092	0.040	0.040	cfu.p.gram	0.04	0.04	0.092	0.092	0.040	0.040	1
348	seafood	fish	EU	2020	salmonella	NA	NA	0.040	cfu.p.gram	0.04	0.04	0.004	NA	NA	0.040	1
349	seafood	fish	EU	2020	salmonella	NA	NA	0.040	cfu.p.gram	0.04	0.04	0.006	NA	NA	0.040	1
350	seafood	fish	EU	2020	salmonella	NA	NA	0.040	cfu.p.gram	0.04	0.04	0.027	NA	NA	0.040	1
351	milkproducts	milk	EU	2020	salmonella	160.021	0.040	0.040	cfu.p.gram	0.04	0.04	160.021	160.021	0.040	0.040	1
352	milkproducts	milk	EU	2020	salmonella	937.473	0.040	0.040	cfu.p.gram	0.04	0.04	937.473	937.473	0.040	0.040	1
353	milkproducts	milk	EU	2020	salmonella	7166.718	0.040	0.040	cfu.p.gram	0.04	0.04	7166.718	7166.718	0.040	0.040	1
354	milkproducts	milk	EU	2020	salmonella	104.278	0.040	0.040	cfu.p.gram	0.04	0.04	104.278	104.278	0.040	0.040	1
355	milkproducts	milk	EU	2020	salmonella	96.841	0.040	0.040	cfu.p.gram	0.04	0.04	96.841	96.841	0.040	0.040	1
356	milkproducts	milk	EU	2020	salmonella	1845.088	0.040	0.040	cfu.p.gram	0.04	0.04	1845.088	1845.088	0.040	0.040	1
357	milkproducts	milk	EU	2020	salmonella	177.819	0.040	0.040	cfu.p.gram	0.04	0.04	177.819	177.819	0.040	0.040	1
358	milkproducts	milk	EU	2020	salmonella	2.709	0.040	0.040	cfu.p.gram	0.04	0.04	2.709	2.709	0.040	0.040	1
359	milkproducts	milk	EU	2020	salmonella	38.463	0.040	0.040	cfu.p.gram	0.04	0.04	38.463	38.463	0.040	0.040	1
360	milkproducts	milk	EU	2020	salmonella	2756.228	0.040	0.040	cfu.p.gram	0.04	0.04	2756.228	2756.228	0.040	0.040	1
361	milkproducts	milk	EU	2020	salmonella	57.628	0.040	0.040	cfu.p.gram	0.04	0.04	57.628	57.628	0.040	0.040	1
362	milkproducts	milk	EU	2020	salmonella	1302.877	0.040	0.040	cfu.p.gram	0.04	0.04	1302.877	1302.877	0.040	0.040	1
363	eggproducts	egg	EU	2020	salmonella	0.197	0.078	0.078	cfu.p.gram	0.078125	0.078125	0.197	0.197	0.078	0.078	1
364	eggproducts	egg	EU	2020	salmonella	35.660	0.078	0.078	cfu.p.gram	0.078125	0.078125	35.660	35.660	0.078	0.078	1
365	eggproducts	egg	EU	2020	salmonella	0.416	0.078	0.078	cfu.p.gram	0.078125	0.078125	0.416	0.416	0.078	0.078	1
366	eggproducts	egg	EU	2020	salmonella	8.054	0.078	0.078	cfu.p.gram	0.078125	0.078125	8.054	8.054	0.078	0.078	1
367	eggproducts	egg	EU	2020	salmonella	2.436	0.078	0.078	cfu.p.gram	0.078125	0.078125	2.436	2.436	0.078	0.078	1
368	eggproducts	egg	EU	2020	salmonella	49.949	0.078	0.078	cfu.p.gram	0.078125	0.078125	49.949	49.949	0.078	0.078	1
369	eggproducts	egg	EU	2020	salmonella	0.092	0.078	0.078	cfu.p.gram	0.078125	0.078125	0.092	0.092	0.078	0.078	1
370	eggproducts	egg	EU	2020	salmonella	NA	NA	0.078	cfu.p.gram	0.078125	0.078125	0.000	NA	NA	0.078	1
371	eggproducts	egg	EU	2020	salmonella	0.151	0.078	0.078	cfu.p.gram	0.078125	0.078125	0.151	0.151	0.078	0.078	1
372	eggproducts	egg	EU	2020	salmonella	87.852	0.078	0.078	cfu.p.gram	0.078125	0.078125	87.852	87.852	0.078	0.078	1
373	eggproducts	egg	EU	2020	salmonella	NA	NA	0.078	cfu.p.gram	0.078125	0.078125	0.005	NA	NA	0.078	1
374	eggproducts	egg	EU	2020	salmonella	0.251	0.078	0.078	cfu.p.gram	0.078125	0.078125	0.251	0.251	0.078	0.078	1
375	eggproducts	egg	EU	2020	salmonella	NA	NA	0.078	cfu.p.gram	0.078125	0.078125	0.025	NA	NA	0.078	1
376	eggproducts	egg	EU	2020	salmonella	126.187	0.078	0.078	cfu.p.gram	0.078125	0.078125	126.187	126.187	0.078	0.078	1
377	eggproducts	egg	EU	2020	salmonella	0.819	0.078	0.078	cfu.p.gram	0.078125	0.078125	0.819	0.819	0.078	0.078	1
378	eggproducts	egg	EU	2020	salmonella	NA	NA	0.078	cfu.p.gram	0.078125	0.078125	0.040	NA	NA	0.078	1
379	eggproducts	egg	EU	2020	salmonella	NA	NA	0.078	cfu.p.gram	0.078125	0.078125	0.042	NA	NA	0.078	1
380	eggproducts	egg	EU	2020	salmonella	0.281	0.078	0.078	cfu.p.gram	0.078125	0.078125	0.281	0.281	0.078	0.078	1
381	eggproducts	egg	EU	2020	salmonella	NA	NA	0.078	cfu.p.gram	0.078125	0.078125	0.027	NA	NA	0.078	1
382	eggproducts	egg	EU	2020	salmonella	0.245	0.078	0.078	cfu.p.gram	0.078125	0.078125	0.245	0.245	0.078	0.078	1
383	eggproducts	egg	EU	2020	salmonella	1.310	0.078	0.078	cfu.p.gram	0.078125	0.078125	1.310	1.310	0.078	0.078	1
384	eggproducts	egg	EU	2020	salmonella	0.464	0.078	0.078	cfu.p.gram	0.078125	0.078125	0.464	0.464	0.078	0.078	1
385	eggproducts	egg	EU	2020	salmonella	NA	NA	0.078	cfu.p.gram	0.078125	0.078125	0.007	NA	NA	0.078	1
386	eggproducts	egg	EU	2020	salmonella	50.771	0.078	0.078	cfu.p.gram	0.078125	0.078125	50.771	50.771	0.078	0.078	1
387	eggproducts	egg	EU	2020	salmonella	3.225	0.078	0.078	cfu.p.gram	0.078125	0.078125	3.225	3.225	0.078	0.078	1
388	eggproducts	egg	EU	2020	salmonella	0.589	0.078	0.078	cfu.p.gram	0.078125	0.078125	0.589	0.589	0.078	0.078	1
389	eggproducts	egg	EU	2020	salmonella	NA	NA	0.078	cfu.p.gram	0.078125	0.078125	0.045	NA	NA	0.078	1
390	eggproducts	egg	EU	2020	salmonella	NA	NA	0.078	cfu.p.gram	0.078125	0.078125	0.005	NA	NA	0.078	1
391	eggproducts	egg	EU	2020	salmonella	47.960	0.078	0.078	cfu.p.gram	0.078125	0.078125	47.960	47.960	0.078	0.078	1
392	eggproducts	egg	EU	2020	salmonella	71.552	0.078	0.078	cfu.p.gram	0.078125	0.078125	71.552	71.552	0.078	0.078	1
393	eggproducts	egg	EU	2020	salmonella	1.687	0.078	0.078	cfu.p.gram	0.078125	0.078125	1.687	1.687	0.078	0.078	1
394	eggproducts	egg	EU	2020	salmonella	1.423	0.078	0.078	cfu.p.gram	0.078125	0.078125	1.423	1.423	0.078	0.078	1
395	eggproducts	egg	EU	2020	salmonella	8.523	0.078	0.078	cfu.p.gram	0.078125	0.078125	8.523	8.523	0.078	0.078	1
396	eggproducts	egg	EU	2020	salmonella	NA	NA	0.078	cfu.p.gram	0.078125	0.078125	0.001	NA	NA	0.078	1
397	eggproducts	egg	EU	2020	salmonella	13.956	0.078	0.078	cfu.p.gram	0.078125	0.078125	13.956	13.956	0.078	0.078	1
398	eggproducts	egg	EU	2020	salmonella	NA	NA	0.078	cfu.p.gram	0.078125	0.078125	0.006	NA	NA	0.078	1
399	eggproducts	egg	EU	2020	salmonella	NA	NA	0.078	cfu.p.gram	0.078125	0.078125	0.073	NA	NA	0.078	1
400	eggproducts	egg	EU	2020	salmonella	4.256	0.078	0.078	cfu.p.gram	0.078125	0.078125	4.256	4.256	0.078	0.078	1
401	eggproducts	egg	EU	2020	salmonella	NA	NA	0.078	cfu.p.gram	0.078125	0.078125	0.015	NA	NA	0.078	1
402	eggproducts	egg	EU	2020	salmonella	0.137	0.078	0.078	cfu.p.gram	0.078125	0.078125	0.137	0.137	0.078	0.078	1
403	eggproducts	egg	EU	2020	salmonella	0.204	0.078	0.078	cfu.p.gram	0.078125	0.078125	0.204	0.204	0.078	0.078	1
